Repository,Branch,In-Scope(YES),LBU,POC,Remarks
pru-ei/ei-eys-authen-api-app,develop-net48,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-authen-api-app,feature/authen,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-authen-api-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-authen-api-app,fix-cve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-authen-api-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-authen-api-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-appserver-hiport_service,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-app-signature,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-bot-report-web-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-bot-report-web-app,feature/bot-report-web-app,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-bot-report-web-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-bot-report-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-bot-report-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-bot-report-web-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-bcs-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-dipchip_online_web,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-fee-commission-web,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-financial-report-web-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-financial-report-web-app,feature/financial-report-web-app,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-financial-report-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-financial-report-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-financial-report-web-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ffs-web-api,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ffs-web-api,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ffs-web-api,fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ffs-web-api,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ffs-web-api,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-expense-web-app,develop-convert-net48,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-expense-web-app,develop-net48,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-expense-web-app,feature/EISTTI-2032-rebranding-change-company-info-name-logo-address-etc,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-expense-web-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-expense-web-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-expense-web-app,feature/preparesit,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-expense-web-app,feature/sit,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-expense-web-app,feature/testsit,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-expense-web-app,fix-cve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-expense-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-expense-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-expense-web-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-comp-sys-web-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-comp-sys-web-app,feature/compfeature,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-comp-sys-web-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-comp-sys-web-app,fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-comp-sys-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-comp-sys-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-comp-sys-web-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-defer-web-app,develop-net4,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-defer-web-app,develop-net48,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-defer-web-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-defer-web-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-defer-web-app,fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-defer-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-defer-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-defer-web-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-dipchipoffline,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ffs-web-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ffs-web-app,feature/ffs-web-app,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ffs-web-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ffs-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ffs-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ffs-web-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-fiserve-win,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-fixed-income-limit-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-fund-performance-win,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-hiport-data-api-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-instruck-win,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-led-bankrupt-auto-win,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ipvd-web-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ipvd-web-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ipvd-web-app,fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ipvd-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ipvd-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-ipvd-web-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-los-web-app,develop-employee-id,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-los-web-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-los-web-app,fix/cve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-los-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-los-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-los-web-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-market-price-api-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-packages,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-market-price-web-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-market-price-web-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-market-price-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-market-price-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-market-price-web-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-helper32-api-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-fundmanager-report-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-hiport-dro-api-app,feature/hiportdata,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-hiport-dro-api-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-hiport-dro-api-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-library-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-library-app,oracle.managedataaccess,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-library-app,system.data.oracle,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-market-data-ws-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-masterfund-web,cicd,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-masterfund-web,dev-local,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-masterfund-web,feature/enhance,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-masterfund-web,feature/masterfund-web,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-masterfund-web,feature/scan/masterfund-web,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-masterfund-web,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-masterfund-web,migrate/cicd,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-connect-person-win-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-win-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-web-app,develop,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-web-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-web-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-web-app,feature/pvconnect,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-web-app,feature/sit,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-web-app,fix/exportsecweight_deletehistory,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-web-app,fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-process-service-api-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-process-service-api-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-process-service-api-app,fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-process-service-api-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-process-service-api-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-oracle,feature/IAmPru,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-oracle,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvd-netcomp-web-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvd-netcomp-web-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvd-netcomp-web-app,fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvd-netcomp-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvd-netcomp-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvd-netcomp-web-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvd-netcomp-ws-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvd-netcomp-ws-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvd-netcomp-ws-app,fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvd-netcomp-ws-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvd-netcomp-ws-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvf-report-web-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvf-report-web-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvf-report-web-app,feature/pvf-report-web-app,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvf-report-web-app,feature/sit,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvf-report-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvf-report-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvf-report-web-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-rms-web-app,dotnet48,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-rms-web-app,dotnet48_2,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-rms-web-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-rms-web-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-rms-web-app,feature/sit,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-rms-web-app,fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-rms-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-rms-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-report-ws-app,develop-net48,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-report-ws-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-report-ws-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-report-ws-app,fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-report-ws-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-report-ws-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-rms-ws-app,develop-net48,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-rms-ws-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-rms-ws-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-rms-ws-app,fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-rms-ws-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-rms-ws-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portservice-ws-app,develop-net48,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portservice-ws-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portservice-ws-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-process-service-ws-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-api-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-api-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-api-app,fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-api-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-portfolio-api-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvd-allot-win-new,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvd-registra-win,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-pvf-app-web,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-servicemail-ws-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-suitpvdws-web,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-sticker-win,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-suitpvd-web,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tmobile-ws-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-user-authen-ws-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-user-authen-ws-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tfund-webservice-api-front-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tfund-webservice-api-front-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tfund-webservice-api-front-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-winappirs-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-sec-report-web-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-sec-report-web-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-sec-report-web-app,feature/macroreport,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-sec-report-web-app,feature/sec-report-web-app,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-sec-report-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-sec-report-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-sec-report-web-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-str-report,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tfund-webservice-api-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tfund-webservice-api-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tfund-webservice-api-app,feature/tfund-webservice-api-app,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tfund-webservice-api-app,fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tfund-webservice-api-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tfund-webservice-api-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tfund-webservice-api-app,nasintra,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tonline-admin-setup-web-app,feature/akv,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tonline-admin-setup-web-app,feature/fixcve,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tonline-admin-setup-web-app,feature/tonline-admin-setup-web-app,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tonline-admin-setup-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tonline-admin-setup-web-app,mtms,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-repo-web-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-sms-api-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tfund-ws-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tonline-admin-setup-ws-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-eys-tonline-pvd-ws-app,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-euh-backend-dopa,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-ujq-eis-odm-bl,feature/EISPE-1680-middleware-changes-for-power-bi-integration-in-odm,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-bl,feature/EISPE-3651-port-group-and-user-group-backup,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-bl,feature/EISPE-5266-blr38-update-env,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-bl,feature/EISPE-5387-update-sso-app-settings,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-bl,feature/EISPE-5387-update-sso-appsettings-sp38,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-bl,master,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-bl,release/odm_innovation,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-bl,release/release5,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-bl,release/sprint38-release,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-bl,release/sprint39-release,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-sql,feature/EISPE-1670-db-changes-for-power-bi-integration-in-odm,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-sql,feature/EISPE-3651-port-group-and-user-group-backup,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-sql,master,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-sql,release/odm_innovation,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-sql,release/release5,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-sql,release/sprint38-release,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-sql,release/sprint39-release,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-ui,feature/EISPE-3651-port-group-and-user-group-backup,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-ui,master,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-ui,release/PBI-tech-experiment,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-ui,release/innovation-release/chatbot,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-ui,release/odm_innovation,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-ui,release/release5,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-ui,release/sprint37-release,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-ui,release/sprint37-release-codacy-polaris-fix-backup,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-ui,release/sprint38-release,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-ui,release/sprint38-release-codacy-polaris-fix-backup,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-ujq-eis-odm-ui,release/sprint39-release,Yes,EISG IT ,Raja Ramalingam ,
pru-ei/ei-xgg-eib-me-mobile,master,,EIB,Cheah Kar Joon,Repo to be removed.
pru-ei/ei-eys-azdo-pipeline,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-euh-file-transfer-script,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-9da-import-data-dict,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-avt-import-data-dict,master,,EITH ,Paisal Deewannakij,
pru-ei/ei-vnu-optimus-adbk,main,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-vnu-optimus-adf,main,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-xgg-eib-me-mobileapp,master,YES,EIB,Cheah Kar Joon,"This is to hold our mobile source codes developed by vendor. Meant for PROD, but is empty now. Am still populating it."
