Repository,Branch,In-Scope(YES),Application
pru-pamb/pamb-bc4-resource_process_api,feature/PCAAEB-53863-devsecops,,
pru-pamb/pamb-bc4-resource_process_api,feature/PCAAEB-54206,,
pru-pamb/pamb-bc4-resource_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-resource_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-resource_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-resource_process_api,release-bak-github,,
pru-pamb/pamb-bc4-report_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-report_process_api,feature/PCAAEB-53873,,
pru-pamb/pamb-bc4-report_process_api,feature/PCAAEB-55371,,
pru-pamb/pamb-bc4-report_process_api,feature/bump,,
pru-pamb/pamb-bc4-report_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-report_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-report_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-report_process_api,release-bak-github,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-10416-enhance-translations,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-10416-fix-configuration-mismatch,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-10416-fix-hook-deps,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-10416-fix-not-goback-home,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-10416-fix-null-phonenumber,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-10416-fix-sharing,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-10416-fix-title-text-style,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-10416-fix-trans,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-24799-sit,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-29781-sit,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-29969-rollout,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-40140,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-40780-fix,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-40780,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-42094-prepare-package-with-sslpinning,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-42650-dev,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-42650,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-43162,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-43170-sit,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-43170,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-44041-dev,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-45431,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-46328-to-coedev,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-46328-to-coesit,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-48641-pdf-generation-and-document-upload-there-are-no-no-content-message-and-footer,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-49073,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-49217-license-exam-feature-first-registration-didn-t-pre-populate-the-payment-type,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-50527-pdf-download-for-recruiter-candidate-agent-leader-can-also-download-pdf-when,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-50596-google-analytics-tagging-partial-ga-datas-are-wrong,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-50674-ga-prudna-some-ga-records-are-missing-recruiter-account,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-50677-ga-prudna-wrong-stage-name-format-in-ga-report,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-50715-ga-prudna-some-ga-records-are-missing-candidate-account,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-52346-secretary-attend-interview-issue-in-secretary-account,,
pru-pamb/pamb-bc4-recruitment_frontend,bugfix/PCAAEB-52353-secretary-disable-recruitment-toggle-should-show-not-available-for-secretary,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/dev,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/master,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/master-pre,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/rollout-3.x,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/rollout-22.09,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/rollout-22.10LTS,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/rollout-23.01LTS,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/rollout-23.04LTS,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/rollout-23.04.1,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/rollout-23.07LTS,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/rollout-23.10LTS,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/rollout-24.01LTS,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/rollout-24.04LTS,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-recruitment_frontend,coe/sit,,
pru-pamb/pamb-bc4-recruitment_frontend,develop,,PRUForce
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-10416-2401-pick-latest-2404,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-22725,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-22977,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-31768-fix,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-33801,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-37174-cb2-sprint9,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-39166-cb2-sprint10,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-39574,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-39863-rn-upgrade,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-39863,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-40515-SIT,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-40515,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-40634-cb2-sprint11-sit,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-40634-cb2-sprint11,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-40634-test,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-40763-core-to-native,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-41689-cb2-sprint12-SIT,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-41689-cb2-sprint12,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-43006-cb2-sprint13,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-43225-cb2-sprint14-jerry,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-43225-cb2-sprint14-jerry-1,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-43225-cb2-sprint14,,
pru-pamb/pamb-bc4-recruitment_frontend,feature/PCAAEB-44220,,
