Repository,Branch,In-Scope(YES),Application
pru-pamb/pamb-bc4-common_services_frontend,hotfix/PCAAEB-10416-use-sessionStoarge,,
pru-pamb/pamb-bc4-common_services_frontend,hotfix/PCAAEB-10416-use-sessionStoarge-sit,,
pru-pamb/pamb-bc4-common_services_frontend,hotfix/PCAAEB-16016,,
pru-pamb/pamb-bc4-common_services_frontend,id/master,,
pru-pamb/pamb-bc4-common_services_frontend,id/uat,,
pru-pamb/pamb-bc4-common_services_frontend,kh/uat,,
pru-pamb/pamb-bc4-common_services_frontend,kh/uat-coe-2,,
pru-pamb/pamb-bc4-common_services_frontend,master,,PRUForce
pru-pamb/pamb-bc4-common_services_frontend,master18MarchBk,,
pru-pamb/pamb-bc4-common_services_frontend,master-bak-github,,
pru-pamb/pamb-bc4-common_services_frontend,master-jun-23-2021,,
pru-pamb/pamb-bc4-common_services_frontend,merge/PCAAEB-10542,,
pru-pamb/pamb-bc4-common_services_frontend,my/dev,,
pru-pamb/pamb-bc4-common_services_frontend,my/dev-23.01,,
pru-pamb/pamb-bc4-common_services_frontend,my/dev-backup,,
pru-pamb/pamb-bc4-common_services_frontend,my/master,,
pru-pamb/pamb-bc4-common_services_frontend,my/release,,
pru-pamb/pamb-bc4-common_services_frontend,my/releaseBackup20March,,
pru-pamb/pamb-bc4-common_services_frontend,my/sit,,
pru-pamb/pamb-bc4-common_services_frontend,my/uat,,
pru-pamb/pamb-bc4-common_services_frontend,my/uat-backup,,
pru-pamb/pamb-bc4-common_services_frontend,my/uat-pruforce-2.0,,
pru-pamb/pamb-bc4-common_services_frontend,ph/dev,,
pru-pamb/pamb-bc4-common_services_frontend,ph/master,,
pru-pamb/pamb-bc4-common_services_frontend,ph/uat,,
pru-pamb/pamb-bc4-common_services_frontend,plai-coe/dev,,
pru-pamb/pamb-bc4-common_services_frontend,release,,PRUForce
pru-pamb/pamb-bc4-common_services_frontend,sg/uat,,
pru-pamb/pamb-bc4-common_services_frontend,sit,,
pru-pamb/pamb-bc4-common_services_frontend,th/master,,
pru-pamb/pamb-bc4-common_services_frontend,th/uat,,
pru-pamb/pamb-bc4-common_services_frontend,uat,,
pru-pamb/pamb-bc4-common_services_frontend,vn/master,,
pru-pamb/pamb-bc4-common_services_frontend,vn/uat,,
pru-pamb/pamb-bc4-common_services_backend,bugfix/sec,,
pru-pamb/pamb-bc4-common_services_backend,coe/sit,,
pru-pamb/pamb-bc4-common_services_backend,develop,,PRUForce
pru-pamb/pamb-bc4-common_services_backend,feature/PCAAEB-53658,,
pru-pamb/pamb-bc4-common_services_backend,feature/PCAAEB-53881,,
pru-pamb/pamb-bc4-common_services_backend,feature/PCAAEB-54206,,
pru-pamb/pamb-bc4-common_services_backend,feature/gh-action,,
pru-pamb/pamb-bc4-common_services_backend,master,Yes,PRUForce
pru-pamb/pamb-bc4-common_services_backend,release,Yes,PRUForce
pru-pamb/pamb-bc4-common_services_backend,release-bak-github,,
pru-pamb/pamb-bc4-common_service_basic_network,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-common_service_basic_network,develop,,PRUForce
pru-pamb/pamb-bc4-common_service_basic_network,master,,PRUForce
pru-pamb/pamb-bc4-common_service_basic_network,my/dev,,
pru-pamb/pamb-bc4-common_service_basic_network,my/master,,
pru-pamb/pamb-bc4-common_service_basic_network,my/release,,
pru-pamb/pamb-bc4-common_service_basic_network,my/uat,,
pru-pamb/pamb-bc4-common_service_basic_network,release,,PRUForce
pru-pamb/pamb-bc4-common_public_frontend,bugfix/PCAAEB-49291,,
pru-pamb/pamb-bc4-common_public_frontend,bugfix/PCAAEB-54048,,
pru-pamb/pamb-bc4-common_public_frontend,develop,,PRUForce
pru-pamb/pamb-bc4-common_public_frontend,feature/PCAAEB-53674,,
pru-pamb/pamb-bc4-common_public_frontend,feature/PCAAEB-53828,,
pru-pamb/pamb-bc4-common_public_frontend,feature/PCAAEB-53858,,
pru-pamb/pamb-bc4-common_public_frontend,feature/PCAAEB-53898,,
pru-pamb/pamb-bc4-common_public_frontend,feature/PCAAEB-53899,,
pru-pamb/pamb-bc4-common_public_frontend,feature/PCAAEB-53933,,
pru-pamb/pamb-bc4-common_public_frontend,feature/PCAAEB-53944,,
pru-pamb/pamb-bc4-common_public_frontend,feature/PCAAEB-54049,,
pru-pamb/pamb-bc4-common_public_frontend,feature/PCAAEB-54206,,
pru-pamb/pamb-bc4-common_public_frontend,feature/PCAAEB-54209,,
pru-pamb/pamb-bc4-common_public_frontend,feature/gh-action,,
pru-pamb/pamb-bc4-common_public_frontend,master,Yes,PRUForce
pru-pamb/pamb-bc4-common_public_frontend,release,Yes,PRUForce
pru-pamb/pamb-bc4-common_public_frontend,release-bak-github,,
pru-pamb/pamb-bc4-common_pamb_frontend,develop,,PRUForce
pru-pamb/pamb-bc4-common_pamb_frontend,master,,PRUForce
pru-pamb/pamb-bc4-common_pamb_frontend,release,,PRUForce
pru-pamb/pamb-bc4-common_frontend_framework,develop,,PRUForce
pru-pamb/pamb-bc4-common_frontend_framework,master,,PRUForce
pru-pamb/pamb-bc4-camunda_system_api,bugfix/devsecops,,
pru-pamb/pamb-bc4-camunda_system_api,develop,,PRUForce
pru-pamb/pamb-bc4-camunda_system_api,feature/gh-action,,
pru-pamb/pamb-bc4-camunda_system_api,feature/merging-coe-24.10,,
pru-pamb/pamb-bc4-camunda_system_api,feature/sec-fix,,
pru-pamb/pamb-bc4-camunda_system_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-camunda_system_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-camunda_system_api,release-coe-dev,,
pru-pamb/pamb-bc4-camunda_system_api,release-coe-master,,
pru-pamb/pamb-bc4-camunda_system_api,release-coe-rollout-24.04LTS,,
pru-pamb/pamb-bc4-camunda_system_api,release-coe-rollout-24.10LTS,,
pru-pamb/pamb-bc4-camunda_system_api,release-coe-sit,,
pru-pamb/pamb-bc4-camunda_system_api,releaseBackupDes2024,,
pru-pamb/pamb-bc4-booking_process_api,bugfix/PCAAEB-15466-devsecops-to-coedev,,
pru-pamb/pamb-bc4-booking_process_api,coe/PCAAEB-11792-merge-security-fixes,,
pru-pamb/pamb-bc4-booking_process_api,coe/dev,,
pru-pamb/pamb-bc4-booking_process_api,coe/master,,
pru-pamb/pamb-bc4-booking_process_api,coe/rollout-3.x,,
pru-pamb/pamb-bc4-booking_process_api,coe/rollout-22.10LTS,,
pru-pamb/pamb-bc4-booking_process_api,coe/rollout-23.01LTS,,
pru-pamb/pamb-bc4-booking_process_api,coe/rollout-23.04LTS,,
pru-pamb/pamb-bc4-booking_process_api,coe/rollout-23.04.1,,
pru-pamb/pamb-bc4-booking_process_api,coe/sit,,
pru-pamb/pamb-bc4-booking_process_api,coe/v3.x/devsecops,,
pru-pamb/pamb-bc4-booking_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-booking_process_api,feature/PCAAEB-13949-sitToRelease,,
pru-pamb/pamb-bc4-booking_process_api,feature/PCAAEB-17108-solve-conflict,,
pru-pamb/pamb-bc4-booking_process_api,feature/sync-from-bitbucket-my/dev,,
pru-pamb/pamb-bc4-booking_process_api,hotfix/api_fix,,
pru-pamb/pamb-bc4-booking_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-booking_process_api,master-bak-github,,
pru-pamb/pamb-bc4-booking_process_api,my/dev.bk.21Nov,,
pru-pamb/pamb-bc4-booking_process_api,my/dev,,
pru-pamb/pamb-bc4-booking_process_api,my/master,,
pru-pamb/pamb-bc4-booking_process_api,my/release,,
pru-pamb/pamb-bc4-booking_process_api,plai-coe/dev,,
pru-pamb/pamb-bc4-booking_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-booking_process_api,release-bak-github,,
pru-pamb/pamb-bc4-booking_process_api,sit,,
pru-pamb/pamb-bc4-booking_process_api,uat,,
pru-pamb/pamb-bc4-batch_performance,develop,,PRUForce
pru-pamb/pamb-bc4-batch_performance,feature/PCAAEB-53856,,
pru-pamb/pamb-bc4-batch_performance,feature/PCAAEB-55114-devsecops,,
pru-pamb/pamb-bc4-batch_performance,feature/gh-action,,
pru-pamb/pamb-bc4-batch_performance,master,Yes,PRUForce
pru-pamb/pamb-bc4-batch_performance,release,Yes,PRUForce
pru-pamb/pamb-bc4-batch_performance,release-bak-github,,
pru-pamb/pamb-bc4-batch_messaging,18MarchBk,,
pru-pamb/pamb-bc4-batch_messaging,Jun24Backup,,
pru-pamb/pamb-bc4-batch_messaging,MayReleaseBackup,,
pru-pamb/pamb-bc4-batch_messaging,NovMyReleaseBackup,,
pru-pamb/pamb-bc4-batch_messaging,NovReleaseBackup,,
pru-pamb/pamb-bc4-batch_messaging,bugfix/PCAAEB-15466-2210LTS,,
pru-pamb/pamb-bc4-batch_messaging,bugfix/PCAAEB-15466-mydev,,
pru-pamb/pamb-bc4-batch_messaging,bugfix/PCAAEB-15466,,
pru-pamb/pamb-bc4-batch_messaging,bugfix/PCAAEB-38185-23.07LTS,,
pru-pamb/pamb-bc4-batch_messaging,bugfix/PCAAEB-38185-23.10LTS,,
pru-pamb/pamb-bc4-batch_messaging,bugfix/PCAAEB-50995,,
pru-pamb/pamb-bc4-batch_messaging,coe/dev,,
pru-pamb/pamb-bc4-batch_messaging,coe/master,,
pru-pamb/pamb-bc4-batch_messaging,coe/master2,,
pru-pamb/pamb-bc4-batch_messaging,coe/rollout-3.x,,
pru-pamb/pamb-bc4-batch_messaging,coe/rollout-22.09,,
pru-pamb/pamb-bc4-batch_messaging,coe/rollout-22.10LTS,,
pru-pamb/pamb-bc4-batch_messaging,coe/rollout-23.01LTS,,
pru-pamb/pamb-bc4-batch_messaging,coe/rollout-23.04LTS,,
pru-pamb/pamb-bc4-batch_messaging,coe/rollout-23.04.1,,
pru-pamb/pamb-bc4-batch_messaging,coe/rollout-23.07LTS,,
pru-pamb/pamb-bc4-batch_messaging,coe/rollout-23.10LTS,,
pru-pamb/pamb-bc4-batch_messaging,coe/rollout-24.01LTS,,
pru-pamb/pamb-bc4-batch_messaging,coe/rollout-24.04LTS,,
pru-pamb/pamb-bc4-batch_messaging,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-batch_messaging,coe/sit,,
pru-pamb/pamb-bc4-batch_messaging,coe/v3.x/devsecops,,
pru-pamb/pamb-bc4-batch_messaging,dev,,
pru-pamb/pamb-bc4-batch_messaging,develop,,PRUForce
pru-pamb/pamb-bc4-batch_messaging,feature/PCAAEB-13160-fix-package,,
pru-pamb/pamb-bc4-batch_messaging,feature/PCAAEB-55133,,
pru-pamb/pamb-bc4-batch_messaging,feature/apim,,
pru-pamb/pamb-bc4-batch_messaging,feature/gh-action,,
pru-pamb/pamb-bc4-batch_messaging,feature/sync,,
pru-pamb/pamb-bc4-batch_messaging,feature/sync-from-bitbucket-my/dev,,
pru-pamb/pamb-bc4-batch_messaging,hotfix/PCAAEB-10094,,
pru-pamb/pamb-bc4-batch_messaging,hotfix/PCAAEB-50159-24.04,,
pru-pamb/pamb-bc4-batch_messaging,hotfix/PCAAEB-50159-dev,,
pru-pamb/pamb-bc4-batch_messaging,master,Yes,PRUForce
pru-pamb/pamb-bc4-batch_messaging,master-bak-github,,
pru-pamb/pamb-bc4-batch_messaging,my/BackupMarch,,
pru-pamb/pamb-bc4-batch_messaging,my/dev.bk.21Nov,,
pru-pamb/pamb-bc4-batch_messaging,my/dev,,
pru-pamb/pamb-bc4-batch_messaging,my/master,,
pru-pamb/pamb-bc4-batch_messaging,my/master14JanBackup,,
pru-pamb/pamb-bc4-batch_messaging,my/release,,
pru-pamb/pamb-bc4-batch_messaging,my/release14Jan,,
pru-pamb/pamb-bc4-batch_messaging,my/releaseBackup20March,,
pru-pamb/pamb-bc4-batch_messaging,myBackupMarch,,
pru-pamb/pamb-bc4-batch_messaging,plai-coe/dev,,
pru-pamb/pamb-bc4-batch_messaging,release,Yes,PRUForce
pru-pamb/pamb-bc4-batch_messaging,release-bak-github,,
pru-pamb/pamb-bc4-batch_messaging,sit,,
pru-pamb/pamb-bc4-batch_edw,develop,,PRUForce
pru-pamb/pamb-bc4-batch_edw,feature/gh-action,,
pru-pamb/pamb-bc4-batch_edw,master,,PRUForce
pru-pamb/pamb-bc4-batch_edw,release,,PRUForce
pru-pamb/pamb-bc4-batch_edw,release-bak,,
pru-pamb/pamb-bc4-batch_edw,release-bak-github,,
pru-pamb/pamb-bc4-batch_edw,release-coe-dev,,
pru-pamb/pamb-bc4-batch_edw,release-fork-diff-test,,
pru-pamb/pamb-bc4-batch_edw,release-fork-test,,
pru-pamb/pamb-bc4-batch_agent,develop,,PRUForce
pru-pamb/pamb-bc4-batch_agent,feature/PCAAEB-52526-Docebo-Part2,,
pru-pamb/pamb-bc4-batch_agent,feature/PCAAEB-53464-PruleadTraining,,
pru-pamb/pamb-bc4-batch_agent,feature/PCAAEB-53859,,
pru-pamb/pamb-bc4-batch_agent,feature/PCAAEB-54343,,
pru-pamb/pamb-bc4-batch_agent,feature/PCAAEB-55112-devsecops,,
pru-pamb/pamb-bc4-batch_agent,feature/PCAAEB-55402-mtaTerminationDate,,
pru-pamb/pamb-bc4-batch_agent,feature/bump-version,,
pru-pamb/pamb-bc4-batch_agent,feature/gh-action,,
pru-pamb/pamb-bc4-batch_agent,hotfix/bump,,
pru-pamb/pamb-bc4-batch_agent,hotfix/change_filename,,
pru-pamb/pamb-bc4-batch_agent,hotfix/change-to-docebo,,
pru-pamb/pamb-bc4-batch_agent,hotfix/division-can-be-empty,,
pru-pamb/pamb-bc4-batch_agent,hotfix/email-can-empty,,
pru-pamb/pamb-bc4-batch_agent,hotfix/remerge,,
pru-pamb/pamb-bc4-batch_agent,master,Yes,PRUForce
pru-pamb/pamb-bc4-batch_agent,my/release,,
pru-pamb/pamb-bc4-batch_agent,release,Yes,PRUForce
pru-pamb/pamb-bc4-batch_agent,release-bak,,
pru-pamb/pamb-bc4-azure_resource_service,Jun24Backup,,
pru-pamb/pamb-bc4-azure_resource_service,MayReleaseBackup,,
pru-pamb/pamb-bc4-azure_resource_service,NovReleaseBackup,,
pru-pamb/pamb-bc4-azure_resource_service,NovUatBackup,,
pru-pamb/pamb-bc4-azure_resource_service,Oct24Backup,,
pru-pamb/pamb-bc4-azure_resource_service,ReleaseNov24Backup,,
pru-pamb/pamb-bc4-azure_resource_service,bugfix/PCAAEB-18282-securityfix,,
pru-pamb/pamb-bc4-azure_resource_service,bugfix/PCAAEB-22087,,
pru-pamb/pamb-bc4-azure_resource_service,bugfix/PCAAEB-48828,,
pru-pamb/pamb-bc4-azure_resource_service,bugfix/PCAAEB-48829,,
pru-pamb/pamb-bc4-azure_resource_service,bugfix/PCAAEB-51048,,
pru-pamb/pamb-bc4-azure_resource_service,bugfix/PCAAEB-52217,,
pru-pamb/pamb-bc4-azure_resource_service,bugfix/PCAAEB-52534,,
pru-pamb/pamb-bc4-azure_resource_service,coe/PCAAEB-15087-dockerfile,,
pru-pamb/pamb-bc4-azure_resource_service,coe/dev,,
pru-pamb/pamb-bc4-azure_resource_service,coe/master,,
pru-pamb/pamb-bc4-azure_resource_service,coe/rollout-2.0,,
pru-pamb/pamb-bc4-azure_resource_service,coe/rollout-3.x,,
pru-pamb/pamb-bc4-azure_resource_service,coe/rollout-22.09,,
pru-pamb/pamb-bc4-azure_resource_service,coe/rollout-22.10LTS,,
pru-pamb/pamb-bc4-azure_resource_service,coe/rollout-23.01LTS,,
pru-pamb/pamb-bc4-azure_resource_service,coe/rollout-23.04LTS,,
pru-pamb/pamb-bc4-azure_resource_service,coe/rollout-23.04.1,,
pru-pamb/pamb-bc4-azure_resource_service,coe/rollout-23.07LTS,,
pru-pamb/pamb-bc4-azure_resource_service,coe/rollout-23.10LTS,,
pru-pamb/pamb-bc4-azure_resource_service,coe/rollout-24.01LTS,,
pru-pamb/pamb-bc4-azure_resource_service,coe/rollout-24.04LTS,,
pru-pamb/pamb-bc4-azure_resource_service,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-azure_resource_service,coe/sit,,
pru-pamb/pamb-bc4-azure_resource_service,devMayRelease,,
pru-pamb/pamb-bc4-azure_resource_service,develop,,PRUForce
pru-pamb/pamb-bc4-azure_resource_service,feature/PCAAEB-11571-coe-devsecops-dev,,
pru-pamb/pamb-bc4-azure_resource_service,feature/PCAAEB-22087-23.01,,
pru-pamb/pamb-bc4-azure_resource_service,feature/PCAAEB-36030,,
pru-pamb/pamb-bc4-azure_resource_service,feature/PCAAEB-46272,,
pru-pamb/pamb-bc4-azure_resource_service,feature/PCAAEB-48631,,
pru-pamb/pamb-bc4-azure_resource_service,feature/PCAAEB-54206,,
pru-pamb/pamb-bc4-azure_resource_service,feature/bump,,
pru-pamb/pamb-bc4-azure_resource_service,feature/gh-action,,
pru-pamb/pamb-bc4-azure_resource_service,feature/sec-fix,,
pru-pamb/pamb-bc4-azure_resource_service,feature/sync-from-bitbucket-my/dev,,
pru-pamb/pamb-bc4-azure_resource_service,kaho.cheung_prudential.com.hk/azure-pipelines.yml-1630657254516,,
pru-pamb/pamb-bc4-azure_resource_service,lbu/skeleton,,
pru-pamb/pamb-bc4-azure_resource_service,master,Yes,PRUForce
pru-pamb/pamb-bc4-azure_resource_service,master-bak,,
pru-pamb/pamb-bc4-azure_resource_service,my/BackupMarch,,
pru-pamb/pamb-bc4-azure_resource_service,my/dev.bk.18Nov22.09.27,,
pru-pamb/pamb-bc4-azure_resource_service,my/dev,,
pru-pamb/pamb-bc4-azure_resource_service,my/master,,
pru-pamb/pamb-bc4-azure_resource_service,my/master14JanBackup,,
pru-pamb/pamb-bc4-azure_resource_service,my/release14JanBackup,,
pru-pamb/pamb-bc4-azure_resource_service,my/releaseAugPF2Bk,,
pru-pamb/pamb-bc4-azure_resource_service,myrelease202404,,
pru-pamb/pamb-bc4-azure_resource_service,plai-coe/dev,,
pru-pamb/pamb-bc4-azure_resource_service,release,Yes,PRUForce
pru-pamb/pamb-bc4-azure_resource_service,release-bak,,
pru-pamb/pamb-bc4-azure_resource_service,sit,,
pru-pamb/pamb-bc4-authentication_process_api,dev,,
pru-pamb/pamb-bc4-authentication_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-authentication_process_api,feature/PCAAEB-52613,,
pru-pamb/pamb-bc4-authentication_process_api,feature/PCAAEB-53640,,
pru-pamb/pamb-bc4-authentication_process_api,feature/PCAAEB-53857,,
pru-pamb/pamb-bc4-authentication_process_api,feature/PCAAEB-54042,,
pru-pamb/pamb-bc4-authentication_process_api,feature/PCAAEB-54155,,
pru-pamb/pamb-bc4-authentication_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-authentication_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-authentication_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-authentication_process_api,release-bak,,
pru-pamb/pamb-bc4-anonymous_experience_api,coe/master,,
pru-pamb/pamb-bc4-anonymous_experience_api,develop,,PRUForce
pru-pamb/pamb-bc4-anonymous_experience_api,feature/PCAAEB-53867-devsecops,,
pru-pamb/pamb-bc4-anonymous_experience_api,feature/gh-action,,
pru-pamb/pamb-bc4-anonymous_experience_api,feature/sec-fix,,
pru-pamb/pamb-bc4-anonymous_experience_api,hotfix/bump,,
pru-pamb/pamb-bc4-anonymous_experience_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-anonymous_experience_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-anonymous_experience_api,release-bak,,
pru-pamb/pamb-bc4-agent_statement_frontend,develop,,PRUForce
pru-pamb/pamb-bc4-agent_statement_frontend,master,,PRUForce
pru-pamb/pamb-bc4-agent_statement_frontend,release,,PRUForce
pru-pamb/pamb-bc4-agent_process_api,bugfix/PCAAEB-50830,,
pru-pamb/pamb-bc4-agent_process_api,bugfix/sort-from-learning-process,,
pru-pamb/pamb-bc4-agent_process_api,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-agent_process_api,dev,,
pru-pamb/pamb-bc4-agent_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-agent_process_api,feature/PCAAEB-50830,,
pru-pamb/pamb-bc4-agent_process_api,feature/PCAAEB-54047,,
pru-pamb/pamb-bc4-agent_process_api,feature/PCAAEB-54343,,
pru-pamb/pamb-bc4-agent_process_api,feature/disable-otel,,
pru-pamb/pamb-bc4-agent_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-agent_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-agent_process_api,my/dev,,
pru-pamb/pamb-bc4-agent_process_api,my/master,,
pru-pamb/pamb-bc4-agent_process_api,my/release,,
pru-pamb/pamb-bc4-agent_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-agent_process_api,release-bak,,
pru-pamb/pamb-bc4-agent_portal_frontend,bugfix/align,,
pru-pamb/pamb-bc4-agent_portal_frontend,bugfix/conflict,,
pru-pamb/pamb-bc4-agent_portal_frontend,develop,,PRUForce
pru-pamb/pamb-bc4-agent_portal_frontend,feature/PCAAEB-53853,,
pru-pamb/pamb-bc4-agent_portal_frontend,feature/PCAAEB-54038,,
pru-pamb/pamb-bc4-agent_portal_frontend,feature/ci-bugfix,,
pru-pamb/pamb-bc4-agent_portal_frontend,feature/gh-action,,
pru-pamb/pamb-bc4-agent_portal_frontend,master,Yes,PRUForce
pru-pamb/pamb-bc4-agent_portal_frontend,release,Yes,PRUForce
pru-pamb/pamb-bc4-agent_portal_frontend,release-bak,,
pru-pamb/pamb-bc4-agent_experience_api,develop,,PRUForce
pru-pamb/pamb-bc4-agent_experience_api,feature/PCAAEB-53361,,
pru-pamb/pamb-bc4-agent_experience_api,feature/PCAAEB-53886,,
pru-pamb/pamb-bc4-agent_experience_api,feature/PCAAEB-53935,,
pru-pamb/pamb-bc4-agent_experience_api,feature/PCAAEB-54041,,
pru-pamb/pamb-bc4-agent_experience_api,feature/PCAAEB-54171,,
pru-pamb/pamb-bc4-agent_experience_api,feature/PCAAEB-54343,,
pru-pamb/pamb-bc4-agent_experience_api,feature/PCAAEB-55038,,
pru-pamb/pamb-bc4-agent_experience_api,feature/PCAAEB-55354,,
pru-pamb/pamb-bc4-agent_experience_api,feature/gh-action,,
pru-pamb/pamb-bc4-agent_experience_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-agent_experience_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-agent_experience_api,release-bak,,
pru-pamb/pamb-bc4-agent_experience_api,release-coe-rollout-24.10LTS,,
pru-pamb/pamb-bc4-agent_enquiry_experience_api,develop,,PRUForce
pru-pamb/pamb-bc4-agent_enquiry_experience_api,feature/PCAAEB-54040,,
pru-pamb/pamb-bc4-agent_enquiry_experience_api,feature/PCAAEB-54206,,
pru-pamb/pamb-bc4-agent_enquiry_experience_api,feature/bump,,
pru-pamb/pamb-bc4-agent_enquiry_experience_api,feature/gh-action,,
pru-pamb/pamb-bc4-agent_enquiry_experience_api,feature/swagger,,
pru-pamb/pamb-bc4-agent_enquiry_experience_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-agent_enquiry_experience_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-agent_enquiry_experience_api,release-bak,,
pru-pamb/pamb-bc4-admin_portal_frontend,bugfix/PCAAEB-50556,,
pru-pamb/pamb-bc4-admin_portal_frontend,bugfix/download-count,,
pru-pamb/pamb-bc4-admin_portal_frontend,coe/master,,
pru-pamb/pamb-bc4-admin_portal_frontend,develop,,PRUForce
pru-pamb/pamb-bc4-admin_portal_frontend,feature/PCAAEB-47661,,
pru-pamb/pamb-bc4-admin_portal_frontend,feature/PCAAEB-53645,,
pru-pamb/pamb-bc4-admin_portal_frontend,feature/PCAAEB-53711,,
pru-pamb/pamb-bc4-admin_portal_frontend,feature/PCAAEB-53941,,
pru-pamb/pamb-bc4-admin_portal_frontend,feature/PCAAEB-54046,,
pru-pamb/pamb-bc4-admin_portal_frontend,feature/PCAAEB-54160,,
pru-pamb/pamb-bc4-admin_portal_frontend,feature/PCAAEB-54354,,
pru-pamb/pamb-bc4-admin_portal_frontend,feature/PCAAEB-55301,,
pru-pamb/pamb-bc4-admin_portal_frontend,feature/PCAAEB-55336,,
pru-pamb/pamb-bc4-admin_portal_frontend,feature/gh-action,,
pru-pamb/pamb-bc4-admin_portal_frontend,master,Yes,PRUForce
pru-pamb/pamb-bc4-admin_portal_frontend,release,Yes,PRUForce
pru-pamb/pamb-bc4-admin_portal_frontend,release-bak,,
pru-pamb/pamb-bc4-admin_experience_api,bugfix/conflict,,
pru-pamb/pamb-bc4-admin_experience_api,bugfix/download-count,,
pru-pamb/pamb-bc4-admin_experience_api,coe/master,,
pru-pamb/pamb-bc4-admin_experience_api,develop,,PRUForce
pru-pamb/pamb-bc4-admin_experience_api,feature/PCAAEB-49275,,
pru-pamb/pamb-bc4-admin_experience_api,feature/PCAAEB-53898,,
pru-pamb/pamb-bc4-admin_experience_api,feature/PCAAEB-54039-devsecops,,
pru-pamb/pamb-bc4-admin_experience_api,feature/PCAAEB-54160,,
pru-pamb/pamb-bc4-admin_experience_api,feature/PCAAEB-55291,,
pru-pamb/pamb-bc4-admin_experience_api,feature/gh-action,,
pru-pamb/pamb-bc4-admin_experience_api,feature/sec,,
pru-pamb/pamb-bc4-admin_experience_api,hotfix/bump,,
pru-pamb/pamb-bc4-admin_experience_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-admin_experience_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-admin_experience_api,release-bak,,
pru-pamb/pamb-bav-smsgateway,develop,,
pru-pamb/pamb-bav-smsgateway,master,YES,SMS Gateway
pru-pamb/pamb-bav-msiadministrationconsole,master,,
pru-pamb/pamb-bav-msiadministrationconsole,release.uat,,
pru-pamb/pamb-bav-msiadministrationconsole,release2.uat,,
pru-pamb/pamb-bav-mobilesubmissionintegrator-delete,master,,
pru-pamb/pamb-bav-mobilesubmissionintegrator,master,YES,MSI
pru-pamb/pamb-bav-eai_ws,feature/checkMarx_test,,
pru-pamb/pamb-bav-eai_ws,master,YES,EAI
pru-pamb/pamb-bav-eai_rest,feature/APISec_scanning,,
pru-pamb/pamb-bav-eai_rest,feature/ses_vc_indicator,,
pru-pamb/pamb-bav-eai_rest,master,YES,EAI
pru-pamb/pamb-bav-cmupload,master,YES,CM Upload
pru-pamb/pamb-bav-buildprofiler,master,,
pru-pamb/pamb-bav-buildprofiler,mingkuan.ang_prudential.com.my/ChangeInfo.groovy-1700741527428,,
pru-pamb/pamb-bav-buildprofiler,mingkuan.ang_prudential.com.my/base.groovy-1700632117980,,
pru-pamb/pamb-bav-buildprofiler,mingkuan.ang_prudential.com.my/base.groovy-1700632516000,,
pru-pamb/pamb-bav-buildprofiler,mingkuan.ang_prudential.com.my/base.groovy-1700632668985,,
pru-pamb/pamb-bav-buildprofiler,mingkuan.ang_prudential.com.my/base.groovy-1700633035781,,
pru-pamb/pamb-bav-buildprofiler,mingkuan.ang_prudential.com.my/base.groovy-1700633419522,,
pru-pamb/pamb-bav-buildprofiler,mingkuan.ang_prudential.com.my/base.groovy-1700634811052,,
pru-pamb/pamb-bav-buildprofiler,mingkuan.ang_prudential.com.my/base.groovy-1700635098418,,
pru-pamb/pamb-bav-buildprofiler,mingkuan.ang_prudential.com.my/base.groovy-1700635316952,,
pru-pamb/pamb-bav-buildprofiler,mingkuan.ang_prudential.com.my/base.groovy-1700635584422,,
pru-pamb/pamb-bav-buildprofiler,mingkuan.ang_prudential.com.my/base.groovy-1700636040297,,
pru-pamb/pamb-bav-buildprofiler,mingkuan.ang_prudential.com.my/base.groovy-1700636398173,,
pru-pamb/pamb-bav-buildprofiler,mingkuan.ang_prudential.com.my/base.groovy-1700637007180,,
pru-pamb/pamb-bav-buildprofiler,mingkuan.ang_prudential.com.my/base.groovy-1700637786318,,
